company_name,company_star_rating,role_title,role_location,industry,company_type,listing_desc,listing_url,page_url,page_num
Metrica Recruitment,NA,Senior Data Scientist,"London, England",Company - Private,Business Consulting,"A strong academic background, preferably in a STEM-based subject Expert knowledge of KDB+ and Q Used Python and SQL extensively in a professional setting Proven Data Science experience; Machine Learning and Text Analytics An appetite to become a technical team lead A grounding within location-based analytics",www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&cs=1_c31f1195&cb=1669286203929&jobListingId=1006458537159&cpc=A65DF3A704A48F9B&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-c47538489e5198c6--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HqNY-9ZGdGXJOVa9uUb6rz2C7mURBJDF9Dfy04lzh2SmeMo52UIe8XnIy1Oxgf2dpGuNSgGx1s_XayxOpH55IXXdu4TgkVaqJEtfIQwN-M4sZ-3365Z1vX_77FNMo-k9Mt8buJcM444nw0LIGFPEOFRZTs7zGMjMppA4QAxr_ZwQsNsH0w0pNDmLoLMBUEHgb2VwdYMK2zMu3KV3RPoK1U-nKC2_VgDQpMa3IxTpeAg3nSVmqlH1UGkIKkzC4oL0unB933X8BKlIOmwanO2PTs5QGfBRJLnMZ-Hka0y8rPm64jKtgc7I5rAggDZUvHvDego6J9QBO_UErpQbHDYvn3AcHgUFh1WquPYdHNkN2N5LMwJAAvvSJwgjPZ_hTxNxnngxvI5fgEbwBe_Ytq6LT--btfoRtVAcx1wl8pQXqJTphnH3kdRH1KGVrwNGTeAmBIzhvi0OF6QU9HoXbsVK48BLu1FSumELrfr5GIhAbDDhCCH1ufGTO0ncrmrgatGrY_XKuDlhQXPFKFopxKIjBEA4FIWWpv7yPPbdKmIwc0zgw%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Oldbaum Services Ltd,NA,Wind Data Engineer / Data Scientist,"Stirling, Scotland",NA,NA,Work from home opportunities Flexible working hours,www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5623ede7&cb=1669286203927&jobListingId=1008251812850&cpc=FA84DF7EA1EC2398&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-006a89399659d8d7--6NYlbfkN0A4WbiRotPfM0XJPJiOh0TZKin2rM1M6KlYDetjgrm6-yxXT74VblkWHobP8Ad9E3u6L_etgxZU9416ogzJkDg2rA2kBuWk96ECjlvRpci6kRMUDEb7R8vS7oP3XSemDCbKhWthL1pnxfnMTiODYWqOWr6Y8EOrRaiCVZ7RtdxcDArySHe-G0RN472d_DW4yizIpl5Bac1jS-SUZncIhlg9fpGoVY4pLDhfa5T7Uw74_VSwi6BL5cfntN38zc_HIe_Kx2-pwgzGnK8BjDJp4d_6bM7yxsTDlWASbKL2sedAEEuRIikxnwNizLtZyMawYO4LCy0bfwUzspWtrIADqZYuMjQ2hkwbFhr8kXOyY2t1Iedk4kU7LWf3IzX5QPqyVxflElvm9ayDOlRZcMlFGk_cTYwimbfO70E4u-Ozmk0CSWPXiZP_wz6n6XoPBPtG3p-18TKUF1NsEZv00eYoHeN56LXixERyx6DJh2i6YC9YyfZSDYLF9B1j3TmsktGrWzzNmZR9d2chEAa7-hYVnx5Q,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
ECS Resource Group,4.1,Data Scientist - AWS,England,Company - Private,HR Consulting,"Expertise in Machine Learning Background in Software Engineering. Strong experience in Python/Pyspark. Experience on Data science implementations and with awareness of the data science development methodologies. Exposure/awareness of Big Data technologies and AWS data science tools like Sagemaker , EMR Clusters would be highly appreciated. Knowledge of data engineering tools like Glue, Kafka, Scala, IDEs like Visual Studio/Pycharm/ Intellij , NoSql like MongoDB, can only help.",www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_49f0935a&cb=1669286203926&jobListingId=1008288532818&cpc=8795CF9063CD573D&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-f447a72551410581--6NYlbfkN0D1W0VU9BJ600dJPDaa0KW0Zt_m3quwOxzNDnl6_fLba67JJy2FHYoduL5s80O7feH-GWxF9jDmrhlOMmVOWM4ZQkwYTKH9nHjy8lFbqntBvmVXjNbwKX9_dtu5ZYtKSlw4q09S8LxJ2FP2J2FUoLg_NgfPs8us-3u79ADST7g5FvhASLbeqpMjcVzCFpcYtgCIn0ut-TAfg2y00rL-HSAnWWHCGbGrvmLGp11F3AN7wS-n2jphk1Bwp5B8hRKao0d6o91syFvRUZUtM9ybE7bv7_7PEGPcEfKfOY5vHJb5jnGECjkaAEY0FNxHjG6Y1nBYkAp9hawh56jaPUlGH3mfUpnLDeb2SbBkdjdUbdgE5lHL4AAntb7l6h6dOGQ_GiZEyCVTU0WBh5DHdOVKYTLknI8n4cTc_VjwvvE_vsrpJSKUqXN8kywZSTKYrnkMkHv5O2VyUfXoFXhHf7zbGilI4x6RiWFDkY7qa5uKdxUO5linzgpE27cPczoI1J5tKb_LpwYllBpBRI0dTMh9w7FzZ_GBQA4GlVwbUlFgEdYQcAdlmZuJQlk5AhniNk-a0I5RVjvWVfkeWQ%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Kingfisher,3.9,Lead Data Scientist (Remote),"London, England",Company - Public (KGFHY),Home Furniture & Housewares Stores,"
As an operator - build, lead, nurture and retain a hard-working data science team that will work on banner and group priorities. 
Work across with banners and group functions to support building a data science roadmap that minimises time to value and improves long term efficiency. 
Develop a highly proficient team of scientist and establish collaborative ways of working to work with wider Data Science team. 
Support teams with multifaceted strengths in translating between business and data in the design of project work, and in the synthesis and communication of recommendations and results. 
Collaborate with tech, product and data teams to develop the data platforms that allow us to apply data science and embed the use of data science directly in our products and processes. 
Be a champion and role model for the application of data science across the Kingfisher group. 
Support the data leadership team in developing a “data culture” and demonstrating the value of data in our decision making. 
Lead our efforts to develop the data science (and broader customer analytics) “brand” at Kingfisher for both internal and external audiences.  
Competitive Salary Ranges 
Strong Bonus Opportunity 
Private Healthcare 
Excellent Pension Contributions 
25 days holiday 
Share Options 
Life Assurance 
20% Discount Card for Kingfisher Group companies 
Travel Allowance for certain levels 30 Minute Video Call
 1hr Technical Test
 1hr Competency Call
",www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&cs=1_cebfd265&cb=1669286203927&jobListingId=1008274175440&cpc=444700D72F2ECBCE&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-2af5b85c8f1c87e8--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMYCXzgObKHidFt4fFSR10Nr_fbsLylkBp-bO7LyaQg2PRBUVBkQrK0flwvZKh_6XfYnHLod-nBMVrNflXL712xhVAdiql03blIlnPtbe1l-f9wuftGOt8OXfXZFceJD9htlpUKL3Kvmrkij1ahzEmWtNP2ES3wERhVZEHub3EgechfUjr4e4tankZDgDjz7rkJM0uPYNDpilETEbUs1277x2kEYpailWlVAbRHX3lo7FEbY0Q3E_LaGSOxh_zoMZSgxyJkghXL5DzqmPV4AXfaXcOtfgBxqUtSUdqL0KmPhAlhHdTr2FOHDXARgvMEaAnwR8yDUsQ9Ug88tvsp7Y_4OrutQwIsnY-E-3Cl0afvj5TZER9M-NR1zrgf5v0vU8fjc-jsy7nw9_9OdOL_U_qR0DbsmgHgW1sytlKdUKvxv526Vz42OHm_7upR6W5YwCrIrKD9tojlIoE7o7b4JzIblTXzLdbVansFgUdSMdNJUjc84aN0ww-0GmHIRKpVnnFqdksqViV1GGNtaGhG3t07wm2UbT1d1x-SJo-UIGuaK7ELZHk9SF69a4HogMHa4mWCFjwzEbc7c0eBeCK2njD-9qcWqm1UyM8WnRHulhFbBOgHhsVGOJWmetMh5OiLI5aRgPgDD6n37MQ4BeLrx4i6cgj1hycyro7H0XaO8yiqc4h_gXt188HVpov2kLS0aoNOG1eVqU2U0V2kmsBm0ZZeLrWEu1E0_x93cOsr-y9m6PL1ZB64DkYxvrMI2_Q4M4iVJuZj9zvnj28ZH8zks46Pn6Irx_hdhKE4FNl3KXtxXqDvnyTWMyk7k7hFkrAIMVQKJJGm_JCL-mHnb0-zHnIqMLJ0pKBjyyhloCfzKAUiWDQS8bqBHx2Fy9BBUt8H0TyNPpVaKbBjHHbDgI2xQRKtISAQwUBiwdCR8EyoKyeRQaY9RkvanSjL30px4Tx-sUjpHD2gZCmPdZEIxeUsqcMJ6c1Q3CxwHvyWAMmTtl_t4W6BXE1yF1I1oXJbU0MFEp2A%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Corriculo,4.5,"Machine Learning, Deep learning, Researcher, 3D, 4381A","London, England",Company - Private,Information Technology Support Services,"
23 days holiday + Bank holidays 
Flexible working 
Excellent training and progression 
Share options 
Solid commercial Python skills 
Proven research experience within Machine Learning or Deep learning with experience of Tensorflow or PyTorch 
A strong understanding of mathematics & statistics 
Experience with Git or similar version control tools",www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_47afd3db&cb=1669286203929&jobListingId=1008292031452&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-7dba5fe8376b5e6b--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGOmeGPZwJ9cjP_v5lj7k8eDlXeEIURAKE5xcqfR2vjlgKMIMciZzCK0IQtOWoPGRL8RoAzgV-UI8UDd-tZbPLB2RoVPHbRqCX5ZIZvbKDHADWqN8LBeAMnkS0kOPegx9weUJAZRvgN7XYd37G_jTD21uOEusijL_7jZOW6zEsUhIb_fb0lqGHU9odiqKPr_kS4tlRGlhaBvejbkSF54j7DL0AAX7nC5oIbd6k6Y_hNBnvrjZO67PEJOgEWN_rA0gxmmCz1JG-52g5_bbsxrBhN4PfznikrNj8hEHCPlZ0bByhrCLBgfTdNTktQXchCl-W8CE6ab7QRmQ1ACOBFevfjFeQ_DTThgrZF6GEY1DLlaY9_Hpq6DOL5B4mvoA32kLDPN0FBX_p80qWXqdcnrbXAyVscuC1yakM-f2PagIHDs6PU-luBQYmfH0YQpW8SqnE,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Corriculo,4.5,"Machine Learning Engineer, Tensorflow, PyTorch, GPU, 3D","London, England",Company - Private,Information Technology Support Services,"
23 days holiday + Bank holidays 
Flexible working 
Excellent training and progression 
Share options 
Solid commercial Python skills 
Experience with Machine Learning frameworks such as Tensorflow or PyTorch 
Experience training of GPU model training 
Experience with Git or similar version control tools 
Experience of CI/CD",www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5831c511&cb=1669286203929&jobListingId=1008292031433&cpc=3BA4CE39D5B5DEF5&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-5fa2c1a2ed212dec--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGYghEH0mqLogd4JSpxLWAMwRK0AFbhShh5kORzcSL8TrUfmmTKRn9JmO6TcsCAeIHyKmXM8PgRaP01dyBi7gnrdvxvrc5Yz0GFGq7nIaKj2wSnx-7EF4Vp-iIJiuFe5VvxhCt_I6s1_Tkf0Akh9kZtoAukUBdIxDSUiB5Kwu2k0mwZK1lOX9mS77zPi21UDWFKPGQSbxjZKPe4Qq6kPf8u9zsj89VwdwOkA2eY7DYH7bH-xuVR8_qWPEOaSWA1eFQztrArgpT1AIwT0etZLIRlvb7HlFLEx_oVjtzOC6eJkGNqcIIZ8joUIRiFmd3UvrU1R82SmKbTkXny5xuFC86ynbiPsXY_gEOw_ff7Ch-IRAw3g48TQx4DahwCIZP9sAEJsDoE2XmD4-COaDveSjUTz949gWFUvw4Fu9QfnVTTIiFnGRZe6Rt_GkhrGKpmCTT,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Prima Assicurazioni,4.7,Data Scientist (Remote),Remote,Company - Private,Insurance Agencies & Brokerages,"
Design, build and evolve Prima’s proprietary predictive technology, in topics such as: 
Prediction of future claims 
Renewal probability 
Price elasticity of demand 
Portfolio value optimization 
Develop a strong critical spirit and creativity that can act as an engine for Prima's growth 
Learn avidly with the support of experienced colleagues and grow quickly, assuming more responsibilities within the team

 
Excellent academic results - You have a degree in Mathematics, Physics, Statistics, Mathematical Engineering, Physical Engineering or Aerospace Engineering with maximum grades.
 Logical and analytical skills - You quickly master very complex topics, whatever the field. Can you guess and model the mathematical dynamics that guide the phenomena around you and grasp the cause and effect relationships between the forces at play? 
Curiosity and passion - You look critically at the world around you and you always ask yourself ""why?"". You think about how to improve things and fight to make your ideas come true. At Prima we will encourage you to pursue common goals in an original and innovative way, carrying out your ideas and generating value in a proactive way.

 
You have previous work experience in similar roles 
You have international experience and have an excellent English level, oral & written 
You have a solid foundation in inferential statistics, probability and machine learning 
You have a solid foundation in programming and implementation of algorithms 
You can program in Python and know the main data analysis and machine learning libraries (such as Pandas, Numpy, Scipy, XGBoost, Keras, TensorFlow) 
You can create datasets using data extraction languages (such as MySQL or Redshift) 
You can analyze and create models in Excel
  
Company hardware 
Flexi-working 
Free fruit & coffee 
Training budget Test 
HR Interview + 1st Tech interview 
Managerial interview",www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&cs=1_1391a13a&cb=1669286203928&jobListingId=1008286056328&cpc=47CFDC01B3F81FAC&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-98f56239285177af--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMb5D-SSVZejumt0gHo4w7ua6rhGvabNRWMlmZ33D7h6IlxCVwBv0-AQYaqYjpl180357cnDyNfe2-PUWD9X_Qp7NrD4kN5nb8rTgfzPvotxfnCXyVl9UtR4OFIzIMEJg_vMhmKrnOvi8xZJTqKYUMDa9X5UM2L8aC5A_tFPOuVfNsxMVUtMMwItjGwcsw0fsHRU3rnUQUbl7ECgAuqE2PxK5qslcxeAjCc911VDmGPDRkbXB1MyqJXp1dZ5Q_rD4VJKlRfsDuvgru2jIjHsiWZA6HOMxO_jHJJkg4xUE3umz3nLC69XVy-XYMOYmZJDst-oDqLqLseRsS0kHWOxMD3dJmWxUVmOgpGljn0HZuD217UVbp8PsGuVmMYgGP3sUhhY2E_M9EoHDMNCQ5QkhZ9x9GZRxe9FFuF3wy19i9hnzOFqvEfMBfNsLDHALOmwz_7P_7YvQNsQZdQCtp-xJMXHKBype033mfeA3Uob4qXwY6fvlCtxJ6nz0NsOxCWAKHbjnLUQUp5Hg77xlJUthgA631WxpbGclMJHMz71Ra-1eEXpITesqiON9TihomQjkzrTvEf-FwZQPNteFI-DSBWPwALswh3pKeg8rBJOIrMdda96P-k1tI5YSghb9F1O8m6xIe4CyOBH-iutB5OE1_Tm0hMWp2xy0byRV9i8SvFS13e_haBVPYIdiM-ZlV7bdMZbtjJrXdHJTWoosvnt-Pjjf9TFuMnbGWDcWkRYAvfHYDg89l8m9eL2vZSA_EGe7M8kXJ8ml_Y6pDFm5KQ5rdwqP44CfwvGVBTStGpx23lcuuxQ5FB7jviv2CQlTIkdouz_ARGogzocD_CXMsnP4GvsaVQ-AGlT4gf3z9vPTWqZbPALRqgGbNU9NeFsBw0V2vJFjZoeQtEvsIto8-RVDQRaE5Au8j80-oqQZHFZUW3dADfamTEgoFiyud6VNoff8K-jRCEIYGNKyjl_5ekwBv332MQ-xI67NYN0rxDl5TlVY11xNIE_00U20zN_PiZTRaQ%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Zorba Consulting Ltd,NA,Data Analytics Manager,"London, England",NA,NA,"Worked in an analytical role or similar with experience in owning processes and tools to acquire, store and interrogate data across the business. 2:1 and above degree educated Strong knowledge of SQL and its core principles Good knowledge of Python Experience with an analytics platform like Looker, PowerBI, Spotfire or Tableau and the ability to learn new tools. Ability to perform analysis with datasets in a cloud-based data processing environment e.g., BigQuery. Excellent stakeholder skills – able to understand data needs and build solutions with them Statistical modelling understanding preferred. Casual dress Company events Company pension Employee discount Work from home Monday to Friday No weekends Bonus scheme London: reliably commute or plan to relocate before starting work (required) Bachelor's (required) Data analytics: 3 years (preferred) SQL: 3 years (preferred) United Kingdom (required)",www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_646040c7&cb=1669286203929&jobListingId=1008221581651&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-a57ce7a6c55d8e2f--6NYlbfkN0BjnLHnyIGs6VGzS0HD6qF4YUKiZFYisuiklDof1Y2r487gS2lTDoQXPP6XOx2qPuEDAOAddEpnsq1vEuIBCVaVaowm1hP3p3wH1XsOPEphkK1m8QjwTgRyJnSIuvhe8qpP3iz6CPFdRzm5cNCpps52gagfUleN-Yp4DPwZythEqNml33Iu9PQ9KWPmlgfe_6f5n6ctbh1yxKa6wQYV5gVhAGM3MGCeHROpDZKxFVZycUt-87OEaDWSrhf43t55NU1bjUM4hHAWKI3ASN5yr0FwFLc0QkpwHoLVxC9GDdmg0nXObxYF8bu0oqlaUOh3U9y2RSDcWLk7wZYqtElO-Mzl2ZfwuAVghYaizF3soxRTMV0dOr0t4c_NTkVll6Qy5fdub2fkav6mINtuldnxy9jOBLN8l_hXYdC_zrciLzIq3B9dgeVqzXXOR3Pt3ofDIwupw8qG4dCQJUz7-P8lqFhK4cRmjH3sv8enF-6axmjmREOgp0JNuuo5-eRK74gEoVMwoBxMEZPZIg%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Colorifix,NA,Data Scientist,"Cambridge, East of England, England",NA,NA,"Support the wider company with the implementation of rigorous statistical analyses: fitting models, conducting statistical tests. Applying mathematical models to answer scientific questions, e.g. predicting properties of our pigments based on the existing data, optimising fermentation recipes. Advising on experimental design, data collection and sampling. Data migration, cleanup and organisation Building automated ELT, data analysis and visualisation pipelines Routine number crunching and report generation Degree in mathematics, statistics, computer science, physics or related quantitative discipline Strong programming skills and must be proficient in Python. Familiarity with common data analysis libraries e.g. scikit-learn, pytorch, numpy, scipy, pandas, matplotlib Demonstrated expertise in database management Experience in setting up and running machine learning pipelines Experience in data management and visualisation Ability to convey data in a clear and concise manner to technical and non-technical audiences Familiarity with version control using git Familiarity with basic DevOps tools for collaborative work Competent working with Linux and MacOS Demonstrated expertise in applying mathematical models to solve complex problems Familiarity with Perl, Julia, Java, MATLAB, Bash languages Experience in analysing biological datasets Experience in data-driven process optimisation Experience with graph databases such as Neo4j Able to build state of the art machine learning models Casual dress Company events Company pension Cycle to work scheme Life insurance On-site parking Sick pay Wellness programme Monday to Friday Bachelor's (preferred)",www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a933f5bc&cb=1669286203926&jobListingId=1008296556805&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-9cc679afd4e0afe8--6NYlbfkN0CelAyZdovZ_kFyvDGQWxuGv_6iwXz-KgKW8s9U1aeaUY83rUSAAt3fQqs0hcKhAxDpeemZZ1g7U8fcupis3BDCBowYhugXXDr3SZymBFGYWRK933MJRKudvyJJmclvAJE84BAu6gBbFUoRRjqbTPZSHq8z_d93UxhcBjiSiUkaZqSc1dmPEVW3494X8f2nK_YavePmhtnOJ128q4dWI9QAh1gnQzsdFhrrLZ9ZFcM9o7oypLENlmSlDu1DAMuioAfFvoUI77lhaeNe4gdn_zmLZvlkB0sxgFx0XEaaIWdAwSW7hBE4ypjjHvv-392clXlPXj1NfP0gcwH8Gk18rUcOJLF2XcjSb73AcPfdV_Gpc3QLfQNk-vKcmhd7wlPbWKBY60plsEUlFN-DIDEAMUOd98ksNtDZGgcu7y4SHl2qnOWhgAnOCdEHpKqkgdS6peVhU8VKistK8wsSXrccZbAkNi-plqlln-LwUXNh3P7AKDjmMeN_D4TXiCNN8VvPUVI%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Regulatory Genome Development,4.4,Data Scientist (Remote),Remote,Company - Private,NA,"
Help develop and train machine learning models according to regulatory classification systems built by RegGenome, using data hand-annotated by our Content Analysts 
Scope, and in some cases conduct, research and experiments into improved modelling of regulatory requirements 
Conduct, or oversee, feature engineering from regulatory texts and annotated datasets to improve performance of key computational tasks. A focus on feature engineering underlines the entire philosophy of RegGenome’s data scientists 
Lead, or advise, on information extraction projects for regulatory metadata such as title, publisher, document type, and key dates 
Evaluate the performance of machine learning models using relevant performance metrics as we scale our input data and guide the work of Regulatory Analysts 
Contribute to content release planning through a close understanding of model performance and training lead time requirements 
Work closely with Annotators and Regulatory Analysts to propose and review remediation tasks in response to model performance or customer feedback and personally oversee remediation tasks 
Own and periodically review guidance to Regulatory Analysts in relation to data collection and annotation 
Work closely with RegGenome’s Software Engineers to translate data methods and monitoring into scalable, production systems 
Support the work of machine learning experts on Natural Language Processing tasks including text extraction and processing

 
Be a qualified Data Scientist with at least 2 years of experience 
Be proficient in Python and SQL 
Have experience in Natural Language Processing 
Have experience managing machine learning projects 
Have significant experience with feature engineering and the ability to quickly deep dive into a domain to develop an understanding of the data

 
Have at least 2 years of experience working in a document/text processing and or machine learning environment 
Highly proficient in Python, although experience in other relevant languages may also be considered 
Interested in the real-world application of information extraction and retrieval, and natural language processing 
Enjoy working with others across the University in solving problems iteratively, often with a high level of uncertainty 
Are highly motivated to deliver, able to work in a busy environment, and prioritising the work of you and your team 
Are excited about developing your skills and experience in the context of a growing start-up  
A flexible remote-working environment 
Ample opportunity to grow with the company as we scale
 
25 days' holiday in addition to UK Bank Holidays
 
Share options 
Laptop
 
£500 annual learning and development budget to use on subscription services or conference attendance 
5 days a year of personal development time 
1st stage conversational interview 
Final interview with technical challenge",www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=00000184a9361077bc1bd27587f63db5&src=GD_JOB_AD&t=SR&vt=w&cs=1_1e5d39d1&cb=1669286203927&jobListingId=1008300882241&cpc=FD1C1DA32C38CFA7&jrtk=3-0-1gikjc452haq3801-1gikjc45gi9iq800-e891e0ee206ba1b9--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMYyoRcPZQcdIJ6-3lp7CTbg0i0QvMaGaqw4ZFKZSTC1G2PBOUEVYxuX7ui2FKY-U2Zj7gl605rzfzw3-GXtDLJuA3hxyYEi3SRRRtr8-519hNcahRH77cEFhOVUENTqU_OxixGWKHmpGgEyZVUMVURM7XgfmEU8kGpW370h0RlT-TTY4YIjk47Ny93Xkoykkx86KtuoFuAG1SuCUxV-Iedo3xAiJ6QLjrdc5oWp_uTTOjtMgKWz5vXziUjVpGAY9QGSstwF0fekK0s80g_u9bp1PHl_VRzc29Pm9czHgt2Jd-dtFsS8OH9ILlUqAgbiHj-H2GW0RT6sgcoi1aU0HMQVCLU6oaNyPbJJvSZ5k1dgTfVK31ifXCiuAiLvsVU2R0Fnb0BPFbTWqREmu0H6oVKXjLfStLtC07Ijfiz1qIyGjTce83UFYqggGuwf-uTazE82tivSmo5SBAKi6U9pSQju7jiMcOHChgyo16hS4n6Me12xHAQeVoU214TYnPwkzJP1XRpph_2JBpu6XIlT79ewNKp-i1CSQioUdChkJKwZR4ybzv0OAb2AHwnzrZhSe6OfJZGIu_k2Y4hubXdlCr_HhUqisGuxx5lt8LAKnEa_5EMJmuy_o_RMOw0H6QXPX02rCrRvH1NrPoKkp_mFli9p-fjXFa03FTc6Gtntj9-PADDE4u6v3NIKr8a_a7S4MDudQP3n8He-n_-kfu_VHEQsoXJmZ3vRPZUhQJlkg4I8Q6LF7Q0KIWTXWswTIgHx_CypX7itjB3J6WrmNckqkVzG1yrZzwNilR9JO4hRI8UnFEsHmb2BhnSWLibIt_zH1SZ6Sp-J-N8nD0dbA8fz1I6IZ_65n5MdmoGjsJJzi9YVZwDZT4bCs9GyekH-wMCv6U-cq2XTSmiWcfEwfQCvOZjFdlfohg0fKj0conji-8h-693dQV9zNNd6fUeXv1SboCvuFbZDVv16RVcMtOj6v7Zs2SCNPiDECUW7TA_WsqwKEWTGMN9-wnWM1R2OG7r6Vb7ZeW2zBB2QaGdt2JLUpzLu,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
